CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
104	50265	14832	77.22	65097
105	50411	14482	77.68	64893
106	49767	14373	77.59	64140
107	50265	14740	77.32	65005
108	50458	14865	77.24	65323
109	50622	14659	77.54	65281
110	50664	14671	77.54	65335
111	51424	14904	77.53	66328
112	50949	15005	77.25	65954
113	50214	14641	77.43	64855
114	50049	14568	77.45	64617
115	49598	14378	77.53	63976
116	49967	14700	77.27	64667
117	50916	14872	77.39	65788
118	50159	14575	77.48	64734
119	50088	14835	77.15	64923
120	50504	14677	77.48	65181
121	49849	14450	77.53	64299
122	50507	14831	77.30	65338
123	50415	14655	77.48	65070
124	49634	14562	77.32	64196
125	50071	14153	77.96	64224
126	49844	14715	77.21	64559
127	50144	14742	77.28	64886
128	49871	14831	77.08	64702
129	50867	14793	77.47	65660
130	49770	14909	76.95	64679
131	50171	14827	77.19	64998
132	49821	15122	76.71	64943
133	50279	14871	77.17	65150
134	49893	14835	77.08	64728
135	50386	15004	77.05	65390
136	50128	14921	77.06	65049
137	49816	14918	76.95	64734
138	49307	14880	76.82	64187
139	49150	14658	77.03	63808
140	48011	14570	76.72	62581

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	6058	334113	1.78	340171
2	5602	293880	1.87	299482
3	5559	296937	1.84	302496
4	5482	304091	1.77	309573
5	5370	301611	1.75	306981
6	5185	302890	1.68	308075
7	5220	303159	1.69	308379
8	5362	300631	1.75	305993
9	5389	305657	1.73	311046
10	5600	309928	1.77	315528
11	5509	310930	1.74	316439
12	5384	307890	1.72	313274
13	5509	308601	1.75	314110
14	5429	310542	1.72	315971
15	5426	309316	1.72	314742
16	5622	310266	1.78	315888
17	5604	307190	1.79	312794
18	5511	306867	1.76	312378
19	5581	311315	1.76	316896
20	5274	310661	1.67	315935
21	5368	309684	1.70	315052
22	5373	308377	1.71	313750
23	5447	310953	1.72	316400
24	5403	312888	1.70	318291
25	5585	313688	1.75	319273
26	5561	311114	1.76	316675
27	5528	312463	1.74	317991
28	5362	313289	1.68	318651
29	5558	315100	1.73	320658
30	5369	310258	1.70	315627
31	5495	313648	1.72	319143
32	5488	313328	1.72	318816
33	5478	313295	1.72	318773
34	5530	314289	1.73	319819
35	5453	311476	1.72	316929
36	5904	312780	1.85	318684
37	5521	315378	1.72	320899
38	5447	312643	1.71	318090
39	5542	312090	1.74	317632
40	5517	311987	1.74	317504
41	5432	311371	1.71	316803
42	5516	314453	1.72	319969
43	5370	315638	1.67	321008
44	5536	314419	1.73	319955
45	5633	313457	1.77	319090
46	5481	314500	1.71	319981
47	5714	314255	1.79	319969
48	5453	315294	1.70	320747
49	5663	318331	1.75	323994
50	5560	313974	1.74	319534
51	5554	313790	1.74	319344
52	5407	315724	1.68	321131
53	5658	312662	1.78	318320
54	5459	315241	1.70	320700
55	5514	316378	1.71	321892
56	5729	315383	1.78	321112
57	5771	314828	1.80	320599
58	5540	315771	1.72	321311
59	5426	313171	1.70	318597
60	5700	315461	1.77	321161
61	5610	312844	1.76	318454
62	5410	312970	1.70	318380
63	5541	313718	1.74	319259
64	5631	313031	1.77	318662
65	5523	313942	1.73	319465
66	5588	315574	1.74	321162
67	5692	313896	1.78	319588
68	5484	316223	1.70	321707
69	5445	316186	1.69	321631
70	5627	317643	1.74	323270
71	5572	315907	1.73	321479
72	5410	317440	1.68	322850
73	5813	315954	1.81	321767
74	5558	314334	1.74	319892
75	5518	312593	1.73	318111
76	5492	315762	1.71	321254
77	5766	316623	1.79	322389
78	5710	317429	1.77	323139
79	5590	315723	1.74	321313
80	5430	315039	1.69	320469
81	5409	316716	1.68	322125
82	5716	315319	1.78	321035
83	5645	317354	1.75	322999
84	5538	316028	1.72	321566
85	5709	316753	1.77	322462
86	5747	317105	1.78	322852
87	5695	313915	1.78	319610
88	5744	314421	1.79	320165
89	5538	312639	1.74	318177
90	5491	315127	1.71	320618
91	5539	314777	1.73	320316
92	5784	316387	1.80	322171
93	5571	315911	1.73	321482
94	5446	314642	1.70	320088
95	5602	314675	1.75	320277
96	5434	313811	1.70	319245
97	5418	315176	1.69	320594
98	5494	314985	1.71	320479
99	5514	316484	1.71	321998
100	5520	316518	1.71	322038
101	5438	315904	1.69	321342
102	5644	315314	1.76	320958
103	5593	312575	1.76	318168
104	5579	314257	1.74	319836
105	5675	313057	1.78	318732
106	5590	313262	1.75	318852
107	5712	313816	1.79	319528
108	5546	314708	1.73	320254
109	5690	314826	1.78	320516
110	5393	316166	1.68	321559
111	5501	317339	1.70	322840
112	5866	316654	1.82	322520
113	5807	316086	1.80	321893
114	5505	314748	1.72	320253
115	5682	314574	1.77	320256
116	5589	315167	1.74	320756
117	5608	312775	1.76	318383
118	5819	313303	1.82	319122
119	5648	313316	1.77	318964
120	5990	312359	1.88	318349
121	5529	314201	1.73	319730
122	5763	313211	1.81	318974
123	5621	312933	1.76	318554
124	5588	313407	1.75	318995
125	5583	314512	1.74	320095
126	5672	313258	1.78	318930
127	6090	315143	1.90	321233
128	5757	314242	1.80	319999
129	5496	312955	1.73	318451
130	5722	312586	1.80	318308
131	5784	313679	1.81	319463
132	5905	313810	1.85	319715
133	5898	314277	1.84	320175
134	5820	312879	1.83	318699
135	6187	311244	1.95	317431
136	6064	311771	1.91	317835
137	6761	311170	2.13	317931
138	7241	309362	2.29	316603
139	9947	305215	3.16	315162
140	9390	292647	3.11	302037

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	11938	1016699	1.16	1028637
2	11043	936378	1.17	947421
3	11344	980686	1.14	992030
4	10893	1020678	1.06	1031571
5	10653	1018293	1.04	1028946
6	10041	1028650	0.97	1038691
7	10672	1041352	1.01	1052024
8	10727	1034496	1.03	1045223
9	10726	1042084	1.02	1052810
10	10766	1034759	1.03	1045525
11	10582	1036298	1.01	1046880
12	10419	1030523	1.00	1040942
13	10981	1044870	1.04	1055851
14	10412	1032307	1.00	1042719
15	10470	1036573	1.00	1047043
16	10704	1029910	1.03	1040614
17	10545	1030475	1.01	1041020
18	10369	1031499	1.00	1041868
19	10720	1039193	1.02	1049913
20	10398	1034123	1.00	1044521
21	10521	1037574	1.00	1048095
22	10615	1042824	1.01	1053439
23	10666	1038278	1.02	1048944
24	10388	1041632	0.99	1052020
25	10632	1038531	1.01	1049163
26	10616	1032803	1.02	1043419
27	10928	1032116	1.05	1043044
28	10511	1035220	1.01	1045731
29	10510	1034163	1.01	1044673
30	10447	1031779	1.00	1042226
31	10539	1036035	1.01	1046574
32	10292	1031540	0.99	1041832
33	10699	1035044	1.02	1045743
34	10551	1037893	1.01	1048444
35	10788	1040472	1.03	1051260
36	11060	1035123	1.06	1046183
37	10489	1041403	1.00	1051892
38	10605	1036300	1.01	1046905
39	10577	1039181	1.01	1049758
40	10433	1038822	0.99	1049255
41	10858	1038770	1.03	1049628
42	10232	1040315	0.97	1050547
43	10519	1044586	1.00	1055105
44	10540	1040926	1.00	1051466
45	11037	1039900	1.05	1050937
46	10198	1037851	0.97	1048049
47	11330	1033704	1.08	1045034
48	10548	1033223	1.01	1043771
49	10654	1035563	1.02	1046217
50	10335	1029572	0.99	1039907
51	10502	1033163	1.01	1043665
52	10410	1037834	0.99	1048244
53	10609	1036725	1.01	1047334
54	10218	1037502	0.98	1047720
55	10499	1039450	1.00	1049949
56	10680	1033689	1.02	1044369
57	11067	1034582	1.06	1045649
58	10610	1040716	1.01	1051326
59	10476	1033519	1.00	1043995
60	10912	1036007	1.04	1046919
61	10659	1042418	1.01	1053077
62	10410	1042567	0.99	1052977
63	10450	1043840	0.99	1054290
64	10632	1050151	1.00	1060783
65	10738	1044784	1.02	1055522
66	10492	1045791	0.99	1056283
67	10753	1041133	1.02	1051886
68	10481	1044793	0.99	1055274
69	10433	1043954	0.99	1054387
70	10624	1042005	1.01	1052629
71	10478	1039678	1.00	1050156
72	10501	1039371	1.00	1049872
73	11021	1036282	1.05	1047303
74	10966	1036625	1.05	1047591
75	10604	1035028	1.01	1045632
76	10739	1039406	1.02	1050145
77	10878	1038939	1.04	1049817
78	11086	1040605	1.05	1051691
79	10708	1037404	1.02	1048112
80	10471	1036455	1.00	1046926
81	10419	1038805	0.99	1049224
82	10751	1042599	1.02	1053350
83	10998	1037581	1.05	1048579
84	10587	1042230	1.01	1052817
85	10984	1038621	1.05	1049605
86	10794	1036156	1.03	1046950
87	10748	1035788	1.03	1046536
88	10865	1036396	1.04	1047261
89	10819	1040043	1.03	1050862
90	10810	1043260	1.03	1054070
91	11166	1044143	1.06	1055309
92	11361	1042023	1.08	1053384
93	10664	1040554	1.01	1051218
94	10724	1041280	1.02	1052004
95	10790	1040680	1.03	1051470
96	10676	1041867	1.01	1052543
97	10751	1042246	1.02	1052997
98	10905	1038982	1.04	1049887
99	10923	1039060	1.04	1049983
100	11044	1041583	1.05	1052627
101	10824	1038621	1.03	1049445
102	11058	1037894	1.05	1048952
103	11099	1038778	1.06	1049877
104	11197	1040186	1.06	1051383
105	10860	1041731	1.03	1052591
106	10799	1042929	1.02	1053728
107	11584	1035216	1.11	1046800
108	11020	1038466	1.05	1049486
109	11080	1040118	1.05	1051198
110	11045	1038374	1.05	1049419
111	11200	1040967	1.06	1052167
112	11303	1044960	1.07	1056263
113	11192	1040099	1.06	1051291
114	11045	1040179	1.05	1051224
115	11121	1040074	1.06	1051195
116	10973	1039125	1.04	1050098
117	11341	1042227	1.08	1053568
118	11832	1042549	1.12	1054381
119	11319	1040792	1.08	1052111
120	11912	1044885	1.13	1056797
121	11279	1046580	1.07	1057859
122	11505	1046717	1.09	1058222
123	11097	1048043	1.05	1059140
124	11032	1049989	1.04	1061021
125	11399	1046515	1.08	1057914
126	11387	1043726	1.08	1055113
127	12291	1037827	1.17	1050118
128	11116	1039543	1.06	1050659
129	11010	1039642	1.05	1050652
130	11433	1038540	1.09	1049973
131	11745	1040256	1.12	1052001
132	11775	1041290	1.12	1053065
133	12597	1037249	1.20	1049846
134	12622	1032436	1.21	1045058
135	13567	1030834	1.30	1044401
136	15075	1036124	1.43	1051199
137	17947	1031997	1.71	1049944
138	20898	1027916	1.99	1048814
139	22812	1019651	2.19	1042463
140	21888	977965	2.19	999853

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	60318	39065	60.69	99383
2	53050	27374	65.96	80424
3	51199	22490	69.48	73689
4	51666	21626	70.49	73292
5	48408	19397	71.39	67805
6	45061	17589	71.92	62650
7	43805	15937	73.32	59742
8	43015	15273	73.80	58288
9	43130	14732	74.54	57862
10	42842	14427	74.81	57269
11	43153	13956	75.56	57109
12	43485	13931	75.74	57416
13	43080	13650	75.94	56730
14	43842	13419	76.57	57261
15	43873	13602	76.33	57475
16	44111	13408	76.69	57519
17	44256	13403	76.75	57659
18	44735	13521	76.79	58256
19	44889	13576	76.78	58465
20	44915	13569	76.80	58484
21	44699	13553	76.73	58252
22	45232	13359	77.20	58591
23	45290	13438	77.12	58728
24	44725	13474	76.85	58199
25	45007	13268	77.23	58275
26	44293	13127	77.14	57420
27	44365	13236	77.02	57601
28	43897	13076	77.05	56973
29	43806	12839	77.33	56645
30	43775	12970	77.14	56745
31	43575	12666	77.48	56241
32	42882	12718	77.13	55600
33	43144	12720	77.23	55864
34	43155	12804	77.12	55959
35	42881	12709	77.14	55590
36	42581	12677	77.06	55258
37	42443	12203	77.67	54646
38	42243	12393	77.32	54636
39	42286	12176	77.64	54462
40	41770	12154	77.46	53924
41	40863	12058	77.22	52921
42	40837	11911	77.42	52748
43	40396	11932	77.20	52328
44	39993	12013	76.90	52006
45	39934	11788	77.21	51722
46	39813	11592	77.45	51405
47	39473	11525	77.40	50998
48	39291	11399	77.51	50690
49	38658	11242	77.47	49900
50	38581	11245	77.43	49826
51	38527	11088	77.65	49615
52	37961	10910	77.68	48871
53	37866	10905	77.64	48771
54	37584	11051	77.28	48635
55	37501	10795	77.65	48296
56	37164	10944	77.25	48108
57	36870	10649	77.59	47519
58	36495	10583	77.52	47078
59	36056	10493	77.46	46549
60	36011	10531	77.37	46542
61	35723	10366	77.51	46089
62	35205	10207	77.52	45412
63	35307	10214	77.56	45521
64	34736	10147	77.39	44883
65	34475	10114	77.32	44589
66	33903	9840	77.50	43743
67	33825	9848	77.45	43673
68	33245	9520	77.74	42765
69	33238	9621	77.55	42859
70	33061	9365	77.93	42426
71	32493	9456	77.46	41949
72	32307	9314	77.62	41621
73	31802	9177	77.61	40979
74	31876	8932	78.11	40808
75	31877	9022	77.94	40899
76	31369	9025	77.66	40394
77	31181	9027	77.55	40208
78	31076	8852	77.83	39928
79	30527	8895	77.44	39422
80	30338	8733	77.65	39071
81	29694	8607	77.53	38301
82	29850	8465	77.91	38315
83	29144	8431	77.56	37575
84	28947	8355	77.60	37302
85	28932	8161	78.00	37093
86	28683	8182	77.81	36865
87	28074	7902	78.04	35976
88	27743	7866	77.91	35609
89	27447	7870	77.72	35317
90	27355	7713	78.01	35068
91	26948	7695	77.79	34643
92	26903	7519	78.16	34422
93	26722	7449	78.20	34171
94	26356	7546	77.74	33902
95	25786	7289	77.96	33075
96	25706	7273	77.95	32979
97	25398	7030	78.32	32428
98	24571	6817	78.28	31388
99	24623	7085	77.66	31708
100	24458	6866	78.08	31324
101	24435	6873	78.05	31308
102	23977	6854	77.77	30831
103	23803	6783	77.82	30586
104	23702	6805	77.69	30507
105	23598	6527	78.33	30125
106	22723	6458	77.87	29181
107	22916	6416	78.13	29332
108	22724	6238	78.46	28962
109	22104	6205	78.08	28309
110	22091	6162	78.19	28253
111	21631	6191	77.75	27822
112	21440	5990	78.16	27430
113	21362	5926	78.28	27288
114	21349	5905	78.33	27254
115	20502	5914	77.61	26416
116	20731	5719	78.38	26450
117	20323	5795	77.81	26118
118	20010	5700	77.83	25710
119	19887	5634	77.92	25521
120	19702	5580	77.93	25282
121	19299	5445	77.99	24744
122	19075	5317	78.20	24392
123	19010	5424	77.80	24434
124	18663	5267	77.99	23930
125	18724	5102	78.59	23826
126	18493	5118	78.32	23611
127	18122	5117	77.98	23239
128	18019	4968	78.39	22987
129	17520	4854	78.31	22374
130	17532	4817	78.45	22349
131	17144	4762	78.26	21906
132	16733	4710	78.03	21443
133	16578	4705	77.89	21283
134	16406	4560	78.25	20966
135	16192	4437	78.49	20629
136	15676	4469	77.82	20145
137	15215	4299	77.97	19514
138	14760	4078	78.35	18838
139	14168	3801	78.85	17969
140	13269	3420	79.51	16689

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	101684	199633	33.75	301317
2	80515	306307	20.81	386822
3	35349	292952	10.77	328301
4	24400	291971	7.71	316371
5	19329	308808	5.89	328137
6	13533	308185	4.21	321718
7	10849	294564	3.55	305413
8	8842	285736	3.00	294578
9	7429	285791	2.53	293220
10	6720	285966	2.30	292686
11	5821	284619	2.00	290440
12	5357	284984	1.85	290341
13	5109	283620	1.77	288729
14	5200	283467	1.80	288667
15	4983	282596	1.73	287579
16	4826	280779	1.69	285605
17	5001	281597	1.74	286598
18	4848	282048	1.69	286896
19	4936	281042	1.73	285978
20	4912	280259	1.72	285171
21	4811	280343	1.69	285154
22	4825	279293	1.70	284118
23	4871	280807	1.71	285678
24	4819	279089	1.70	283908
25	4989	278229	1.76	283218
26	4808	278460	1.70	283268
27	4924	274965	1.76	279889
28	4912	274813	1.76	279725
29	4963	272581	1.79	277544
30	4686	270800	1.70	275486
31	4753	270987	1.72	275740
32	4813	270204	1.75	275017
33	4711	268489	1.72	273200
34	4758	268144	1.74	272902
35	4612	266180	1.70	270792
36	4753	264153	1.77	268906
37	4781	261795	1.79	266576
38	4608	261056	1.73	265664
39	4733	259945	1.79	264678
40	4597	258544	1.75	263141
41	4582	257864	1.75	262446
42	4587	255340	1.76	259927
43	4514	253188	1.75	257702
44	4578	252670	1.78	257248
45	4349	249453	1.71	253802
46	4442	248833	1.75	253275
47	4520	247293	1.79	251813
48	4408	244233	1.77	248641
49	4346	242256	1.76	246602
50	4181	240996	1.71	245177
51	4268	238810	1.76	243078
52	4188	238155	1.73	242343
53	4095	236483	1.70	240578
54	4122	234281	1.73	238403
55	3999	232243	1.69	236242
56	4230	230962	1.80	235192
57	4126	229750	1.76	233876
58	4115	227561	1.78	231676
59	4186	226071	1.82	230257
60	4037	225105	1.76	229142
61	4034	221371	1.79	225405
62	3987	220414	1.78	224401
63	3948	217384	1.78	221332
64	3792	215563	1.73	219355
65	3888	214428	1.78	218316
66	3761	211699	1.75	215460
67	3818	210240	1.78	214058
68	3792	208614	1.79	212406
69	3830	206278	1.82	210108
70	3754	204920	1.80	208674
71	3688	202930	1.78	206618
72	3747	201598	1.82	205345
73	3746	199386	1.84	203132
74	3463	197283	1.73	200746
75	3424	196274	1.71	199698
76	3512	194112	1.78	197624
77	3532	192927	1.80	196459
78	3547	191300	1.82	194847
79	3322	189917	1.72	193239
80	3325	188495	1.73	191820
81	3472	186261	1.83	189733
82	3309	184677	1.76	187986
83	3202	182534	1.72	185736
84	3377	180015	1.84	183392
85	3287	178664	1.81	181951
86	3159	177295	1.75	180454
87	3216	175405	1.80	178621
88	3118	173710	1.76	176828
89	3295	172640	1.87	175935
90	3121	170257	1.80	173378
91	3115	168221	1.82	171336
92	3220	167162	1.89	170382
93	3165	164989	1.88	168154
94	3156	163633	1.89	166789
95	3156	161607	1.92	164763
96	3077	158980	1.90	162057
97	3096	156540	1.94	159636
98	3005	155517	1.90	158522
99	2923	154896	1.85	157819
100	2917	152787	1.87	155704
101	2964	150723	1.93	153687
102	2991	149721	1.96	152712
103	2918	147730	1.94	150648
104	3026	145313	2.04	148339
105	2882	144476	1.96	147358
106	2902	143438	1.98	146340
107	3015	140899	2.10	143914
108	2704	140062	1.89	142766
109	2891	138449	2.05	141340
110	2860	136399	2.05	139259
111	2606	135477	1.89	138083
112	2886	133559	2.12	136445
113	2775	131916	2.06	134691
114	2698	129647	2.04	132345
115	2664	128272	2.03	130936
116	2714	126599	2.10	129313
117	2730	124557	2.14	127287
118	2511	123628	1.99	126139
119	2517	122881	2.01	125398
120	2653	121595	2.14	124248
121	2618	119330	2.15	121948
122	2532	118118	2.10	120650
123	2490	116632	2.09	119122
124	2503	115042	2.13	117545
125	2539	113960	2.18	116499
126	2486	112602	2.16	115088
127	2465	110205	2.19	112670
128	2395	109394	2.14	111789
129	2458	107414	2.24	109872
130	2624	106074	2.41	108698
131	2410	104219	2.26	106629
132	2237	103174	2.12	105411
133	2333	101526	2.25	103859
134	2302	99662	2.26	101964
135	2268	97869	2.26	100137
136	2218	95353	2.27	97571
137	1924	92794	2.03	94718
138	2036	89607	2.22	91643
139	1748	84069	2.04	85817
140	1544	72989	2.07	74533

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	286738	642768	30.85	929506
2	233697	703642	24.93	937339
3	194496	800632	19.54	995128
4	144804	868931	14.28	1013735
5	98339	924639	9.61	1022978
6	72437	991952	6.81	1064389
7	52951	1021552	4.93	1074503
8	40317	1016148	3.82	1056465
9	30260	1017008	2.89	1047268
10	24014	1015287	2.31	1039301
11	18845	1015907	1.82	1034752
12	15276	1010946	1.49	1026222
13	13410	1006964	1.31	1020374
14	12212	1003163	1.20	1015375
15	11186	993058	1.11	1004244
16	10272	986587	1.03	996859
17	10999	977580	1.11	988579
18	10023	973187	1.02	983210
19	9955	967339	1.02	977294
20	9787	959647	1.01	969434
21	9402	955747	0.97	965149
22	9541	946687	1.00	956228
23	9242	942724	0.97	951966
24	9304	939828	0.98	949132
25	9998	933026	1.06	943024
26	9289	927585	0.99	936874
27	9428	922626	1.01	932054
28	9561	917417	1.03	926978
29	9755	910608	1.06	920363
30	8856	906334	0.97	915190
31	8813	903579	0.97	912392
32	9227	901425	1.01	910652
33	8993	896953	0.99	905946
34	9055	891290	1.01	900345
35	8641	888126	0.96	896767
36	8978	881932	1.01	890910
37	9419	874043	1.07	883462
38	8881	871016	1.01	879897
39	9359	862338	1.07	871697
40	8639	856780	1.00	865419
41	9168	851607	1.07	860775
42	8660	845239	1.01	853899
43	8333	840867	0.98	849200
44	8461	831886	1.01	840347
45	8361	827340	1.00	835701
46	8509	820966	1.03	829475
47	8258	816663	1.00	824921
48	8183	809267	1.00	817450
49	8288	801118	1.02	809406
50	7982	795317	0.99	803299
51	8396	789869	1.05	798265
52	7923	784567	1.00	792490
53	8224	778946	1.04	787170
54	7979	772760	1.02	780739
55	7897	767686	1.02	775583
56	8199	760604	1.07	768803
57	7717	756322	1.01	764039
58	7693	751120	1.01	758813
59	7975	745824	1.06	753799
60	7645	739715	1.02	747360
61	7478	733977	1.01	741455
62	7351	728902	1.00	736253
63	7557	722121	1.04	729678
64	7412	714149	1.03	721561
65	7579	707655	1.06	715234
66	7396	703612	1.04	711008
67	7315	695523	1.04	702838
68	7129	687469	1.03	694598
69	7716	682313	1.12	690029
70	7598	673871	1.11	681469
71	7041	666808	1.04	673849
72	6843	662246	1.02	669089
73	7162	657087	1.08	664249
74	6863	649334	1.05	656197
75	6510	643860	1.00	650370
76	6931	639664	1.07	646595
77	6698	634352	1.04	641050
78	6792	629056	1.07	635848
79	6431	622346	1.02	628777
80	6586	615177	1.06	621763
81	6642	609541	1.08	616183
82	6229	603282	1.02	609511
83	6353	599852	1.05	606205
84	6393	593087	1.07	599480
85	6306	587197	1.06	593503
86	6086	580307	1.04	586393
87	6171	576565	1.06	582736
88	6278	571382	1.09	577660
89	6481	564934	1.13	571415
90	6019	560350	1.06	566369
91	5973	554802	1.07	560775
92	6012	549817	1.08	555829
93	6368	544486	1.16	550854
94	6057	538773	1.11	544830
95	6438	533342	1.19	539780
96	6101	527333	1.14	533434
97	6181	522010	1.17	528191
98	5835	513606	1.12	519441
99	5906	507119	1.15	513025
100	5774	503277	1.13	509051
101	6117	496914	1.22	503031
102	6079	493485	1.22	499564
103	6115	487543	1.24	493658
104	6024	483588	1.23	489612
105	5878	477065	1.22	482943
106	5583	473826	1.16	479409
107	6185	466896	1.31	473081
108	5588	463067	1.19	468655
109	5959	457325	1.29	463284
110	5908	452425	1.29	458333
111	5585	446682	1.23	452267
112	6024	440888	1.35	446912
113	5639	436455	1.28	442094
114	5619	431961	1.28	437580
115	5626	426793	1.30	432419
116	5712	421466	1.34	427178
117	5889	417564	1.39	423453
118	5399	411227	1.30	416626
119	5348	406384	1.30	411732
120	5551	400913	1.37	406464
121	5371	397334	1.33	402705
122	5547	392797	1.39	398344
123	5220	387645	1.33	392865
124	5469	382954	1.41	388423
125	5451	378559	1.42	384010
126	5411	372121	1.43	377532
127	5412	367516	1.45	372928
128	5341	362721	1.45	368062
129	5306	357111	1.46	362417
130	5538	351699	1.55	357237
131	5511	350000	1.55	355511
132	5159	344763	1.47	349922
133	4967	337887	1.45	342854
134	5222	331639	1.55	336861
135	4743	327300	1.43	332043
136	4705	318963	1.45	323668
137	4309	310649	1.37	314958
138	4085	298790	1.35	302875
139	3568	280720	1.26	284288
140	2898	244862	1.17	247760

